item_id,prefix,good_continuation,bad_continuation,log_freq,log_freq_alter
jabberwocky_17,"`` or what large displace undercut thereafter campaign every vestibule upon calf past seersucker substantiate noise yet quintet coral , into star , across one",drama,arise,9.161360189754465,9.162095059348188
jabberwocky_18,neither he mighty laze a empiricism fit some viscoelastic subordinate irreparable origin opposite either pertinent or,virtue,capitalist,7.912789220690681,7.912789220690681
jabberwocky_19,underneath every surveillance than he search nether aeon maltreat arboreal whatsoever retort thereupon soak but every tertian underneath i grin,parallel,formations,8.399760094524142,8.401333305321703
jabberwocky_20,he scribe many falter ancillary aggregate hollow altho another gasket nether focus,well,only,11.929126074152586,11.913230616704766
jabberwocky_21,four widow over reissue propriety assault brood fabricate nonetheless wring well goodbye thou jest `` subsequent neither lesson so we,wring,whiz,5.631211781821365,5.631211781821365
jabberwocky_22,"out voluble bluestocking kill once hardtack , aboard antiquated master shun tremendous on whosoever intent",pulpit,disparate,5.69035945432406,5.69035945432406
jabberwocky_23,"deceit dear colon minus hike down out attentive graduate , twenty recoil though one enterprise , and rid no indigo",stew,crease,6.18826412308259,6.18826412308259
jabberwocky_24,"a allure frost until pickaxe gusto taste bitter marmalade so switch they over the commence godhead with compatriot altitude , culminate convict why foreign",carnival,ingesting,5.905361848054571,5.905361848054571
jabberwocky_25,horizon cease annual jeroboam yore chafe vacation travelogue with slash which,ooze,crumbed,5.877735781779639,5.877735781779639
jabberwocky_26,`` thou surround whatsoever retain truck both,print,forgotten,9.449986995389407,9.450065682882071
jabberwocky_27,yore vent unto serene that each journal thereunder between constitute minus distinguish each retribution underneath halt rafter date some stake solve a basic,border,fattest,8.717027173294824,8.716207971151853
jabberwocky_28,"if slovenly anguish through artisan lotion toward mournful realm , both disquisition thud any flippant count about a combat the surprise inverse bald wide",razor,incisions,6.317164686747284,6.317164686747284
jabberwocky_29,near whosoever reduce scald any grazie except loud fibrosis nor mew wee,posture,campus,6.673297967767654,6.673297967767654
jabberwocky_30,"direction retrograde code golly drink you quatrain , divorce yore slice quite exceed justice turbulence half plus cling",staunch,malice,5.768320995793772,5.768320995793772
jabberwocky_31,"minus who whine negroid facility , this tetanus start",recruit,inflexible,8.465689348549121,8.465268118551318
jabberwocky_32,"shrimp vanilla blob layer guard masculine mite except offer counsel craven , infect asocial conservatism alongside scarce mayor help adverb metre",open,meeting,10.917322330911832,10.916832397224534
jabberwocky_33,"thorn subside with neither any massage gas anabaptist and cart camouflage nevertheless whatsoever erase interdependent out every barbecue upon satisfactory quadripartite quintet , ''",tan,scarring,7.039660349862076,7.040536390215956
jabberwocky_34,who hue rather fever salute thou hang during ether shanty amid,aristocracy,id,6.26530121273771,6.267200548541362
jabberwocky_35,shred vary flare permanence down hatch psychic or dirty olive save regard it,summit,hook,7.906547232368036,7.906547232368036
jabberwocky_36,"extraordinary unless whatsoever leaflet octahedron , i osmotic stress please rough drowsy or over plain i",cripple,convoy,6.660575149839686,6.660575149839686
jabberwocky_37,"out grate produce above jab , across wait into etudes , therewith flirt each fatal prowl mosque per the",predicament,chauffeurs,5.961005339623274,5.961005339623274
jabberwocky_38,"we spin see foretell that fan either navy significance , we twigged stride thirteen peel in",that,him,14.004604132795285,14.026193598558288
jabberwocky_39,"classificatory purpose undertake attend spite no foyer beneath ani species though ether range , blot laurel",basket,origination,7.503840746698951,7.503840746698951
jabberwocky_40,"beneath pensive , they senses , what divestiture ban bang bit which bout nether unitarian dingo trace transact though we whosoever thereon seal among",salute,discipleships,6.4692503167957724,6.4692503167957724
jabberwocky_41,another owl depart hoof by upsurge qui aware husband presto propitiate guild minus overthrow patient steep minus zero of pepper greylag sinuous,squirrel,juggler,5.978885764901122,5.978885764901122
jabberwocky_42,which juvenile fraternize pursuant fool pallet downright discount ani wick hit in into what pious handicap inside ani,reception,dines,7.996653875462607,7.996653875462607
jabberwocky_43,hereinafter now never whether thou damn ether psychopath versa,tilt,cementing,6.934397209928558,6.934397209928558
jabberwocky_44,diagnose you exemplify all thaw boy what lewd stress,university,killings,9.861206160279522,9.86104966983816
jabberwocky_45,"yore uptown postgraduate sable , faze astride ani consistent onus sociology proprietor , filter garner lazybones either photochemical centenary by this apocalypse upon that shabby",masquerade,languidly,5.375278407684165,5.375278407684165
jabberwocky_46,"justify impertinent sprinkle versus thousand , fade edit the zinc hello billion dash nor reverse seven omniscient subtlety , compass yore ass shiver serious",coronation,inconclusively,6.7580945044277305,6.7580945044277305
jabberwocky_47,"via together , thou import confess haw who articulate outlaw plus geography half curb it mask to plague",couple,defenseless,9.6302999262348,9.631153757031148
jabberwocky_48,"we commence beside , wise hooray dear ruckus soot feast , no immaterial dessert thwart gratis mix crummy facility save clot stead master according",heed,rafting,6.236369590203704,6.236369590203704
jabberwocky_49,"competition chuck choice consistency , but post who obey any sword hooray reproach who catfish well indicate until wee master through",overlay,meek,5.849324779946859,5.849324779946859
jabberwocky_50,bass astronomical relief white spot spite biographer reverse thump command sheer yet whereof,lure,coercing,6.558197802812269,6.558197802812269
jabberwocky_51,"wee hum district , milieu middle brassiere , reputation either raid superficial reparation , enterprising bygone ozone , either",above,passer,10.141322652593328,10.141953119948122
jabberwocky_52,nor dark ration recede hither defraud any smile over joke aboard,epidemic,shutter,6.507277712385012,6.507277712385012
jabberwocky_53,"quite solicit that , they diffuse any fortress out `` braille pedestal '' a claw some clean consult",wing,pretty,8.97335141383992,8.973097896282471
jabberwocky_54,"`` you relish that charm futile , '' bullshit furlough prey , about i spill they pomp according",catfish,chromatographic,5.4510384535657,5.4510384535657
jabberwocky_55,rookie with reward but then blitz antiseptic bustard conjecture easy hero buzz indubitable echo,attempt,compute,10.012252267327517,10.011983148689428
jabberwocky_56,"yore rights pilgrim twist shrink whether that herald fortify generals requisition `` bait , '' but clean than you some impassioned sprawl whistle shun consign",marshal,depriving,7.881559917056899,7.881559917056899
jabberwocky_57,"`` he fair pry until arc , '' wee know , jump direct cliff buzz ether",soprano,roos,5.501258210544727,5.501258210544727
jabberwocky_58,"that weep nether hundred duck nudge , insist whereupon spinach goodbye thyroid fur optimum cement from village , nether land say abode butt",exchange,object,9.341807134718488,9.341894811716484
jabberwocky_59,owe plasm orb blemish highway remark arrest man mess you rotenone circa fern underneath salamander,recipient,bobbies,7.0431599159883405,7.0431599159883405
jabberwocky_60,"corporal purpose pillow guru splash hydrogen capacity wonder embryonic franchise by some crush cholera , phase according porch yet many pemmican versus some official ,",vagina,clatters,6.317164686747284,6.317164686747284
jabberwocky_61,"what abrupt bran capillary beyond constancy receptive fiasco prior glean any synonym pending they neuron super oscar , banter pending",fleck,cedar,5.497168225293202,5.497168225293202
jabberwocky_62,another busted far mistress kilowatt blanket the rebound,the,bein,15.616689193900486,15.368454094859713
jabberwocky_63,thou reform ritual bong doo best tack though,result,social,10.688187864022686,10.688552802557403
jabberwocky_64,whosoever stay agent outboard fortnight whether cherry ballistics once yore strut hopscotch octillion mig economy forget foal apology except floor three though,delay,celebrate,8.760766624241956,8.761393485256058
jabberwocky_65,nilly who classify ease some menu sincere sequoia and plus some multistage,syllable,flawed,6.92461239604856,6.92461239604856
jabberwocky_66,"or grab diagnose embody goddamit because dislodge that obsequious protease off wee suspense runt ,",tamper,collated,5.662960480135946,5.662960480135946
jabberwocky_67,"aftermath tour traverse no basic sap a bodice waver , neither out trillion tepid elephant obey ablaze stamp about what cipher whatsoever ,",adjudicate,snorter,6.369900982828227,6.369900982828227
jabberwocky_68,"cocktail suburb either vision closure crunch annex that anabaptist dissension , hypocrisy uptake prohibit tensile stallion astronaut , devise this stubble on malign gallop nor",momentum,tripling,6.872128101338986,6.872128101338986
jabberwocky_69,"pansy index price wee migrant chauffeur walnut serge , present why badminton above tong pharmacy , category , yet embryonic lust then indifferent chaos notwithstanding what",sound,frontwards,10.0724705448909,10.07213267851384
jabberwocky_70,ani division good allay tolerant spite despite,stark,crusader,6.921658184151129,6.921658184151129
jabberwocky_71,"rather emerge ether convert because yore sublime nether environs marmalade infra , whosoever entranced yellow zounds navigate whatsoever tyrant morning asleep aid dear ani",terror,missioners,8.323122887587735,8.323365694436081
jabberwocky_72,"madrigal escritoire before what pride astride whosoever embryonic administration , further percussive slouch sir own phthalate roar whereas a",enough,authorities,10.348750130518358,10.349102429271342
jabberwocky_73,previous fashion neither impunity on grumble pantomime adore joke nor declare he juju among,lazy,scarlet,7.061334366910438,7.061334366910438
jabberwocky_74,"ether necessitate peaky fur that million glum he forsake rubric nap , eleven around she detract half align every mesh i",roam,reciprocal,6.338594078203183,6.338594078203183
jabberwocky_75,"meantime thirty spirit melancholy pad thirty wink , a artful scenario yet contour penthouse palladium inboard rape nine din rather",breed,destroy,8.764365720529808,8.764365720529808
jabberwocky_76,"incorporate pending ten abscissa underneath bout exterior haggle , surrender proceed that choppy sequence around roster or stink neither modal crackle since carnal but",artery,cartoonist,6.765038976780541,6.765038976780541
jabberwocky_77,"into chance install in for yore disunion plus leaded bone , any militant dimension rip she any gratitude against you",wilderness,cardboard,6.551080335043404,6.551080335043404
jabberwocky_78,pair very plenty minus serene dark sparling concept before whosoever biennium jeepers appear ether calumny spite watt on organ butt rule,gun,signals,8.780787468338929,8.780480107033297
jabberwocky_79,pump that contact every rasp seven textile hamlet why hunt,all,somebody,12.550201211800305,12.520766590228751
jabberwocky_80,"thirteen , nether giddy bruise among gasp bulwark butt whatsoever thesis next he bevel save eleven pertinent glaze bad",countryside,instants,8.268218880067506,8.26796230533871
jabberwocky_81,aplomb bilateral grove sobriquet astronomy antiquated be char nary infra nether ride please liberate every,counteract,countenance,5.8805329864007,5.8805329864007
jabberwocky_82,hilum chariot stampede eleven barium near atom minus lively ponder lest nine silk butt lick god,adult,sampled,9.073374516903025,9.073374516903025
jabberwocky_83,decelerate whosoever rig soundly who enlist `` shoulder '' hop minus he,timber,coincides,7.955775781534187,7.955775781534187
jabberwocky_84,you weave simmer such obey whatsoever nope fruitful pfennig benefit charm man screw i philosophy terror but,bracket,skipper,7.053585727193677,7.053585727193677
jabberwocky_85,"pending each , souvenir rubric remonstrate predestined all bother nether temporal",lofty,prehistorically,5.924255797414532,5.924255797414532
jabberwocky_86,whatsoever emit nary three dominant messrs far near spy bout which lush anchor tamper against dear pass,cardboard,wildernesses,6.551080335043404,6.551080335043404
jabberwocky_87,"round south , ani instrument splurge since peony exasperate guard all cant amide dilapidated unto any missile sideshow objected indifferent between",inscription,pastel,6.280395838960195,6.280395838960195
jabberwocky_88,out edible drug reside yesteryear nor tale follow rouse under,monitor,bottled,8.757469141470748,8.757783656334167
jabberwocky_89,icbm hypertrophy both lantern he gain the crystallite below we lanthanum gain bake perennial nightclub sake limp but aloof recollect such,petroleum,wailed,6.459904454377535,6.459904454377535
jabberwocky_90,"they prefabricated see why pound glint rather grip , nor she knuckle murmur so react whatsoever auburn liberty because disservice , import propaganda steroid gyrocompass",atop,fondlers,4.912654885736052,4.912654885736052
jabberwocky_91,"original owe be from fil sleet bethought next bespeak another stout synergism , another decked out caraway sir",neither,intensive,8.981932990986873,8.982435503560263
jabberwocky_92,"unless apotheosis , which detract they perk overburden either whisper twinge believe apparition , cadre , though hazy buzz , steer every rupee amidst view",outlook,rudeness,7.106606137727303,7.106606137727303
jabberwocky_93,"but this position manipulate transcribe requisition , whosoever repress shower pending one speck and confuse over toe a",tuition,nauseated,6.131226489483141,6.131226489483141
jabberwocky_94,either domain benefit uptown sock this unkempt cane once armament unless both deal extenuate near yore,melon,kernel,5.707110264748875,5.707110264748875
jabberwocky_95,minor union or herring turtleneck stray either vernal shock boy shade man bi which audit yet loom,nun,ventilated,6.93828448401696,6.93828448401696
jabberwocky_96,"soiled ani capital swig , ani hazy margin enchant he permissive recumbent derelict around",portion,transcripts,7.330405211844402,7.329749689041512
jabberwocky_97,microphone trace treasure feed in pride whereupon neither military cologne round so,throw,extremism,9.37143829231851,9.367771379925012
jabberwocky_98,"under ballyhoo , mechanism dilate that human albeit a clue hooray convey flotilla ... ani structure probably lot whosoever",it,his,14.029502763151994,14.026193598558288
jabberwocky_99,"galena surreptitious traitor past chafe whosoever or trundle merge across either verge peddle fir lest yore zombie , slow pour through quench",heather,velocity,6.983789965258135,6.983789965258135
jabberwocky_100,highlight per ballot python near party equivalent via suffix casualty plus any,minimum,soil,8.52595469708481,8.526549286340263
jabberwocky_101,"opposite administration foul noble ablation , each moustache below wine whereupon uptown absorb pursed",stranded,shrewdest,6.452048954437226,6.452048954437226
jabberwocky_102,"outright , wee back casino disguise that thou wear back you",as,wiv,13.393168837599656,13.400346567387146
jabberwocky_103,"both recrimination so broom mais brigantine novel speck dazzle overseas park anonymous pronouncement antidote , obliterate stevedore minus reform every junta party",diarrhoea,gritty,6.677083461247136,6.677083461247136
jabberwocky_104,he saddle perforce spade one facetious ignoramus except ani craft every tour cease for,quarrel,spirally,6.964135612418245,6.964135612418245
jabberwocky_105,"pending influence chic pemmican lawn , revolt irrigate god denote pop felled , busy , yet although alloy during no magnificent puzzle segregate down",patronage,canoes,6.775366090936392,6.775366090936392
jabberwocky_106,"so , she abandon interred formidable creole nor gore so aspirin way sum one more uptown anniversary quite flower hush neither flicker whosoever",lance,transients,6.230481447578482,6.230481447578482
jabberwocky_107,furor lest shag yet some hypocrisy sea pending,monkey,ignorance,7.024649030453636,7.024649030453636
jabberwocky_108,"overhead bench repress per whosoever distil under sued craven saxophone wee hum wee repose , we inspire neither ridge baleful morphine notwithstanding antiquated unity",temper,enfranchise,7.221835825288449,7.221835825288449
jabberwocky_109,i ring what glare above background,pill,sipped,7.1049654482698426,7.1049654482698426
jabberwocky_110,he tease indeed lapped get whoosh engage hundred,muzzle,coexisting,5.7430031878094825,5.7430031878094825
jabberwocky_111,dinghy preview transistor auburn i shatter i need because stigmata calorimeter nor cool herd yore wild skeletal cache with,caricature,cichlids,5.739792912179234,5.739792912179234
jabberwocky_112,"up either equal altho lift convoy great quicksilver , compost supplant in therewith dwarf baying yet wrest forth smirk it",improve,pres,9.93991590914968,9.938951216811695
jabberwocky_113,whatsoever evidence into orgasm minus curse marvel topple whatsoever no syringe down saucy smog but,soundly,toxins,6.142037405587356,6.142037405587356
jabberwocky_114,flippant plaza summon eradicate there into swirl through utilitarian painstaking it,blockade,renal,6.184148890937483,6.184148890937483
jabberwocky_115,waiter ominous biplane appeal plus ether anchovy magpie notwithstanding frost local until grievance jeans buckle wherewith twofold grocer help,rut,interjecting,5.1298987149230735,5.1298987149230735
jabberwocky_116,"because twenty , ten minus thirteen , some envision herald embezzle sonic abbe this buckle vanish the veteran morning through fennel such",pat,silly,7.928045600874777,7.928045600874777
jabberwocky_117,ionosphere bi above some stimulus amen comprise,trace,massive,8.441607204459642,8.441175704992322
jabberwocky_118,"blob , either farce with a equivalent finger affluence bottle broad fashion plantation well lapse exorcise hello",shelter,advocate,7.90100705199242,7.90100705199242
jabberwocky_119,"dynamo corral with rack grandiloquent fragment aerospace , detente neither terrific funeral at vacancy sir pun dinosaur guerilla enzyme , than occupy inside nether",virus,prevail,7.644919344958857,7.645875825184813
jabberwocky_120,this dip though rights if what disorder encamp overlook function ere out yore polypropylene grip hubbub so excel nor bat except jocular,spectra,congruously,5.883322388488279,5.883322388488279
jabberwocky_121,"well he dash bullshit a corrupt topic , ahead consanguineous coffee amount butt dark protoplasm adrift spite disdain bout",document,memories,9.388235479817224,9.388319179336
jabberwocky_122,"so which sublime synergism across ingenious fern , monsoon , each multicolored floral resurgence , entreat neither lob lunge like acacia , sorrow ,",sheer,plead,7.637234388789473,7.637234388789473
jabberwocky_123,"no prompt vagina sup enjoin this orthodontic overhaul why plank they despite yore baleful soot around know , comfort each science either",regard,beds,9.818963987465477,9.818800744368934
jabberwocky_124,hardly prime deny galvanic alongside autopsy board thirty,canteen,twitched,6.566672429803241,6.566672429803241
jabberwocky_125,"neither racy flagrant lapel whereas every boron , emeritus impasse , achieve amidst they feasible ammunition impart jerk , outlet , nor",arson,substantiating,6.016157159698354,6.016157159698354
jabberwocky_126,"another diurnal supercilious thoroughfare tartar practical feudal friction , plus educate bouquet such afford , except yore fahrenheit and",fame,secretes,7.292337176173877,7.292337176173877
jabberwocky_127,"that stage so deposit yore undertaker around one prestige except thirteen , both resign press molasses this dental steed across neither century twist be",steady,yellow,8.546169299652755,8.546169299652755
jabberwocky_128,pluck perfume broad appeal cushion upstream if out inset - nor taffy goodbye spectrometer,aye,interactive,8.59932602095476,8.59748202264504
jabberwocky_129,superficial myocardium prostitute between fleeting presuppose although ani disquiet nor lactate lest no gutter bout cut intuition,oyster,spectra,5.883322388488279,5.883322388488279
jabberwocky_130,"damn errand till ani mathematics sidewinder eight hook drown , or opaque displace assure whatsoever affix under yore flora doggone inventory out",glow,comedians,7.633853559681768,7.633853559681768
jabberwocky_131,seditious amidst bank albeit out twist sound,squad,thirteen,7.967626739333816,7.968319500012717
jabberwocky_132,"out this recruit note shin coffee outgrow that wicked hue , we heart upkeep kidding once any match such one poplin become",accomplice,dribble,5.575949103146316,5.575949103146316
jabberwocky_133,"roses magic board eclat wall shrink intellect , that exterminate compress raffish beyond whimper infra another",forum,apartment,7.557472901614746,7.557472901614746
jabberwocky_134,"yet by humility , that who mollify employ five pious kindergarten either altercation between some shelf all clarify",grumble,uranium,6.313548046277095,6.313548046277095
jabberwocky_135,"some retail instant apocalypse which libertarian fad around rebuff , kick radiator , and count either busy thick and suit beneath",audit,shutting,8.584851839890053,8.58466490653125
jabberwocky_136,"demise upstream interest doubt aerospace on legislature hull cheap he contend say palladio garden butt spurt , thou",defend,defeatism,8.744806737401898,8.744647438317532
jabberwocky_137,"both barge another leap so one gentleman manufacture agrarian , remedy alternative once guarantee about jerk or entail zounds above hurt",blanket,startles,7.428927194802272,7.428927194802272
jabberwocky_138,"lest every cost import farewell which methacrylate fight , conjecture applaud deduct yore bracken synod all glow she except",blade,lounge,7.4999765409521215,7.500529485395295
jabberwocky_139,"probably , object thou set she adagio through whatsoever wave rat before plantain , whosoever adapt eligible , raspberry ,",ounce,journal,8.132412674500905,8.131824785007195
jabberwocky_140,she convince pale amen double the happy scream over code a ferocity help ether skinny but yell for that fate nor,venom,hemorrhaged,6.077642243349034,6.077642243349034
jabberwocky_141,this oppose president rather hum ultramarine hell cross idiosyncratic implacable billiard butt sponsor beneath ether,masterpiece,repertoires,6.364750756851911,6.364750756851911
jabberwocky_142,"wee ossify pattern out poplar , tight wash relict , curious phloem , weird claustrophobia",plaque,visa,6.413458957167357,6.413458957167357
jabberwocky_143,"minus you fort nigh no ambidextrous slat , ether live what edge shortly gnaw bi",tick,quotas,7.255591274253665,7.255591274253665
jabberwocky_144,a escheat across the tangent title descend,then,like,11.95065122365638,11.962700876368972
jabberwocky_145,"monk bait bout no dross bleed within ingredient opposite amen we , pertinent atop unscathed rumpus , nether wiry assiduity plus one homely pullover , within",cylinder,fluctuating,7.234177179749849,7.234177179749849
jabberwocky_146,"trust down view clerical pine , doctrinaire bunt crib , neither herein tawny doomsday chomp , fan which secret morning",than,yep,11.884992342991008,11.885688301978194
jabberwocky_147,"every timid sago virtue desegregate altho yore coat into run reserve , flip chief truth or silent subsidiary if what",network,sundays,9.210440366976515,9.210340371976184
jabberwocky_148,query rescue any wayward overdue spur monastery pursuant biophysical parole off,sock,fore,7.085064293952548,7.085064293952548
jabberwocky_149,felled that impenetrable thermal according hint that nether plasma droop exterminate previous to legislate no rabbit according they shock trot asleep over neither,tense,casts,8.67470962929122,8.674367865788236
jabberwocky_150,"toward ascent bind both orthodox flashlight along ether lackadaisical metropolitan molasses yet no topic already , apologetic halt soon stir either",overnight,trigger,7.562161631225652,7.562161631225652
jabberwocky_151,he plumb endure one virtue lascar post,penalty,overseas,8.249575150000199,8.249836485425702
jabberwocky_152,whosoever impart neither perfect galena but,scramble,peppery,7.161622002939187,7.161622002939187
jabberwocky_153,"that , neither bicep greet connect i cherry subway autonomy lest a criminal carriage either lobby below whosoever average must one sway inside till",step,sexualisation,9.914773624553096,9.914625296946584
jabberwocky_154,"within the innuendo during each noncommittal , whatsoever hunch nightclub pyrex across donate alas the parable , whereas until each along rotary canal before",salvage,emanated,6.259581464064923,6.259581464064923
jabberwocky_155,"under neither compulsion whereupon per eleven belt , yore sugar affix aghast glum either that dry hood enzyme , sell significant bomb though imperious",seasoning,assortment,6.274762021241939,6.274762021241939
jabberwocky_156,creek across buffalo pity beside recoil nor match single both grapefruit to wee fiddlesticks certify pinpoint teller while,spirit,challenge,9.359191318708538,9.35772535888924
jabberwocky_157,precipitate well blight since no prime crickets with he septic tag FALSE pip necessitate,mistake,wined,8.916774356365426,8.917176635955164
jabberwocky_158,"opportunity wall radical virtuoso space concede curtail neither darn cellulose phony , nor that phenomenal grab prepare one ladle",within,informant,10.731558905352594,10.737852137511432
jabberwocky_159,"at neither crank there affable quadrennial armadillo , zion scarify rather of a chipper",slack,peninsulas,6.568077911411976,6.568077911411976
jabberwocky_160,"bad humid gesture rust , vivacious salvo awake system neither mandamus say pacify sneak mucus within instigate off whereupon",circumstance,averaging,9.307104040408491,9.306740866262498
jabberwocky_161,"alongside thou gallbladder altho yore prolific epitaph , i yellow unrelieved mail whereupon thousand",counterpart,contemptuousness,7.4318919168078,7.4318919168078
jabberwocky_162,previous gauge distract plus pluck neither eyebrow hallelujah biennium,knob,intellects,6.104793232414985,6.104793232414985
jabberwocky_163,"off ether novel broadside till out threshold , he boring dipole under yore diocese give",acquaint,geometrical,7.180831199044556,7.180831199044556
jabberwocky_164,both chandler oven reclaim by whereon end coefficient histology herewith accommodate lest nether authority directed since monogamy,den,pastel,6.280395838960195,6.280395838960195
jabberwocky_165,ether rickshaw along anterior exclusion mesh,delicate,overlook,7.636752112435779,7.636752112435779
jabberwocky_166,neither courtly boulle with which shortcut demented sweat beyond than no epicycle nation yet thesaurus impute each disunion pip reach,sugar,chambered,8.353968130313271,8.354438940114811
jabberwocky_167,minus each supervise probably which shack behold which hilarious epiphany nirvana both string over cough envious biopsy altho ani parody summer once,trip,derivations,8.754634047431272,8.754002933494261
jabberwocky_168,"whether dialysis against abstain any ten madrigal , then quadrillion neither bolster seven for fruitful keep canister , inch confederate differentiate administer eight near",buck,audio,7.00850518208228,7.00850518208228
jabberwocky_169,"so afoot , hike off bat both amplitude underneath out ally plus mate i though the",avail,compulsion,6.040254711277414,6.040254711277414
jabberwocky_170,"above , that recede nuclide yet yore enter this pa",thou,unsubtle,7.727094484779841,7.727535110475448
jabberwocky_171,"bullfinch realm compel stodgy panjandrum next cagey simplicity polystyrene , gold tannin seminar if overnight meet repair plus choppy skipjack unless blue",collision,coupons,6.699500340161678,6.699500340161678
jabberwocky_172,polish accompany vice nursery sanction see assign i capture within mesh that elusive burro below transcultural,jar,revenge,6.956545443151569,6.956545443151569
jabberwocky_173,rubber feint indulge genteel turbulence of hydrophilic dependency plus tantamount siege at,chalk,hemisphere,7.065613363597717,7.065613363597717
jabberwocky_174,"via stagger wide gall god cruise , one path beset she diaphragm bullshit sacrilege presto finish , tyrannical covet",register,replying,9.249849505070896,9.251482315307358
jabberwocky_175,"glow see next mandrel , every posterity , load , anniversary minus overwhelm necessitate emphatic , plus square they develop the sacrament altho",what,if,12.444337294626608,12.44468789054477
jabberwocky_176,"whosoever embrace past boy key infra hostage seductive pap focus , debut necropsy , and exothermic",trailer,creoles,6.492239835020471,6.492239835020471
jabberwocky_177,dioxide picket retail notwithstanding both casino dove sweep descend per cause,rich,agency,9.176886995716965,9.177093778182549
jabberwocky_178,kosher cause over pound every follow dialectic rumen kindly naw beckon relentless spouse neither wherein clad concentric fine many slash,power,increasing,10.798166421433825,10.796632474902973
jabberwocky_179,booth supernatural exploit register by the hypothyroidism coalesce dilapidated plus what ill well,inaugural,sardonically,5.8522024797744745,5.8522024797744745
jabberwocky_180,badminton handle grove triumph overnight muster meritorious,oscar,overseeing,6.726233402358747,6.726233402358747
jabberwocky_181,liver since one liniment abbey nether schedule under octillion morale yore rangy ordeal rather both,cult,adjective,6.9957661563048505,6.9957661563048505
jabberwocky_182,"we refinance prior procaine , many keen opportunity across acetone",tie,neighbourhoods,8.998136760700307,8.998384010052538
jabberwocky_183,the chandelier bracket commit any pump pending late voluminous testimonial and which dependence but finance so wistful bat save every benighted,april,suddenness,9.632728147280256,9.632597042724184
jabberwocky_184,"that rub minus any capture shout south fined by blaze mildew , the smarted slice once",demand,ten,10.031748832480138,10.03170485033688
jabberwocky_185,wee delude aback tie via who rheumatism tax plus we give thus ahead antiquarian,receptive,trifling,6.052089168924417,6.052089168924417
jabberwocky_186,ease carnal lofty satisfaction above due inhibit be he,cement,tilt,6.934397209928558,6.934397209928558
jabberwocky_187,"entire platform plus talk blubber around phoenix dialect begin oversized sea obsidian cash any playa bill milt between siege , utterly per",institute,undefeated,8.744488113852924,8.744647438317532
jabberwocky_188,lower who prevent arrive ani a bravura but urea hooray allay,ballot,sip,7.1049654482698426,7.1049654482698426
jabberwocky_189,"with animate annual onset , you talk to sever albeit either algebra . neither osteoporosis amount embody gamma sourdough cap heterozygous janitor , spite another spell",fuel,priorities,8.628734566149145,8.628913441026645
jabberwocky_190,"into ether beribboned vice , grant ajar restock big loblolly damn agglomerate transom barrow",stock,mouthful,9.258940041812243,9.258558944246657
