List,lemma,log_lemma_freq,POS
1k,cold,9.506362568702963,"['ADJ', 'NOUN', 'ADV']"
1k,collect,10.06172985026664,['VERB']
1k,college,9.455480221162288,['NOUN']
1k,colour,10.008432982057622,UNK
1k,come,11.902748877088436,['VERB']
1k,comfort,9.292104673778825,"['NOUN', 'VERB']"
1k,company,11.222172013993962,['NOUN']
1k,complete,10.364513502749514,"['ADJ', 'VERB']"
1k,computer,10.011983148689428,['NOUN']
1k,concern,10.42522344230968,"['NOUN', 'VERB']"
1k,consider,10.569083664008785,['VERB']
1k,continue,10.622107529069105,['VERB']
1k,control,10.66349867334958,"['NOUN', 'VERB']"
1k,conversation,8.872907674259846,['NOUN']
1k,cook,9.153558357877198,"['NOUN', 'VERB']"
1k,cool,8.731497794063243,"['ADJ', 'VERB', 'NOUN', 'ADV']"
1k,corner,9.09929707318286,['NOUN']
1k,cost,10.592752205831848,"['NOUN', 'VERB']"
1k,could,11.984159586849293,['VERB']
1k,count,9.173365135851288,"['VERB', 'NOUN']"
1k,country,10.792057591809684,['NOUN']
1k,couple,9.6302999262348,['NOUN']
1k,course,10.958600655091384,['NOUN']
1k,court,10.46296047312364,"['NOUN', 'VERB']"
1k,cover,10.283429703413209,"['VERB', 'NOUN']"
1k,crazy,7.542213463193403,['ADJ']
1k,crime,9.082052351674651,['NOUN']
1k,cross,9.785773264516571,"['NOUN', 'VERB', 'ADJ']"
1k,cry,9.063347348235522,"['NOUN', 'VERB']"
1k,cup,9.53488460916053,"['NOUN', 'VERB']"
1k,cut,10.24845928021533,"['VERB', 'NOUN']"
1k,dad,9.087494541977335,['NOUN']
1k,dance,9.199077179697472,"['NOUN', 'VERB']"
1k,danger,9.585689856179725,['NOUN']
1k,dark,9.8288178841991,"['ADJ', 'NOUN']"
1k,darling,7.831220214604293,"['NOUN', 'ADJ']"
1k,date,10.086642095633977,"['NOUN', 'VERB']"
1k,daughter,9.356948391612272,['NOUN']
1k,day,11.59130217024752,['NOUN']
1k,dead,9.488123612248716,"['ADJ', 'NOUN', 'ADV']"
1k,deal,10.413763024996635,"['NOUN', 'VERB']"
1k,dear,9.151651375627504,"['ADJ', 'NOUN', 'PRT']"
1k,death,10.03718768092397,['NOUN']
1k,decide,10.117428893085538,['VERB']
1k,deep,10.022469868767994,"['ADJ', 'ADV', 'NOUN']"
1k,definite,8.603737792816423,['ADJ']
1k,degree,9.482426456803408,['NOUN']
1k,delicious,7.10085190894405,['ADJ']
1k,depend,9.751908563076688,['VERB']
1k,die,10.042597108240328,"['VERB', 'X', 'NOUN']"
1k,difference,9.848767340335897,['NOUN']
1k,different,10.803486287633303,['ADJ']
1k,difficult,10.45313958095679,['ADJ']
1k,dig,8.195057690895077,"['VERB', 'NOUN']"
1k,dinner,8.784009071186633,['NOUN']
1k,dirty,8.2482674474469,['ADJ']
1k,discover,9.575330647518628,['VERB']
1k,do,13.198792795772633,"['VERB', 'NOUN']"
1k,doctor,10.224157008939576,['NOUN']
1k,dog,9.47008582573494,['NOUN']
1k,door,10.360437603332802,['NOUN']
1k,double,9.396487933603666,"['ADJ', 'NOUN', 'VERB', 'ADV']"
1k,doubt,9.898726235434417,"['NOUN', 'VERB']"
1k,down,11.487515345033014,"['PRT', 'ADP', 'NOUN', 'ADV', 'VERB', 'ADJ']"
1k,draw,10.287456600299404,"['VERB', 'NOUN']"
1k,dream,9.154510487015513,"['NOUN', 'VERB']"
1k,dress,9.432683603119624,"['NOUN', 'VERB']"
1k,drink,9.786616600804711,"['NOUN', 'VERB']"
1k,drive,10.375052462348815,"['NOUN', 'VERB']"
1k,drop,9.55761123583962,"['VERB', 'NOUN', 'ADJ']"
1k,drug,9.313348122050412,['NOUN']
1k,dry,9.291459423260974,"['ADJ', 'VERB']"
1k,during,10.68138939896088,['ADP']
1k,each,11.010315995975578,['DET']
1k,ear,8.709134991587183,['NOUN']
1k,early,10.86184110878267,"['ADJ', 'ADV', 'NOUN']"
1k,earth,9.242420265439597,['NOUN']
1k,east,9.964488574093528,"['ADJ', 'NOUN']"
1k,easy,10.345220299814834,"['ADJ', 'ADV']"
1k,eat,9.673319386284954,['VERB']
1k,edge,9.264923249746474,"['NOUN', 'VERB']"
1k,educate,10.48290596776773,['VERB']
1k,egg,8.758726607842037,['NOUN']
1k,eight,10.37480282120666,['NUM']
1k,either,10.210604537626516,"['CONJ', 'DET', 'ADV']"
1k,eleven,8.442685139241176,['NUM']
1k,else,10.14866653071095,['ADV']
1k,employ,10.725071922271374,"['VERB', 'NOUN']"
1k,empty,8.847503625923641,['ADJ']
1k,end,11.117910562756885,"['NOUN', 'VERB']"
1k,engine,8.870803443982124,['NOUN']
1k,enjoy,9.690232448972248,['VERB']
1k,enough,10.348750130518358,"['ADV', 'ADJ']"
1k,enter,9.56282655529346,['VERB']
1k,especially,9.770413198310786,['ADV']
1k,even,11.38410296807344,"['ADV', 'VERB', 'ADJ', 'X']"
1k,evening,9.596418766284158,['NOUN']
1k,ever,10.23720600096072,['ADV']
1k,every,11.299979738632464,['DET']
1k,exact,9.44184883962202,['ADJ']
1k,except,9.2471543450989,"['ADP', 'ADV', 'VERB']"
1k,excite,9.087946723762116,['VERB']
1k,excuse,8.28045768658256,"['NOUN', 'VERB']"
1k,expect,10.56307794956723,['VERB']
1k,expensive,8.737131611781498,['ADJ']
1k,experience,10.368133102880323,"['NOUN', 'VERB']"
1k,explain,10.16411954826133,['VERB']
1k,express,10.096378060679315,"['VERB', 'NOUN', 'ADJ']"
1k,extra,9.26226846483654,"['ADJ', 'ADV']"
1k,eye,10.58582653437947,['NOUN']
1k,face,10.77968519084384,"['NOUN', 'VERB']"
1k,fact,10.650033309820769,['NOUN']
1k,fair,9.863186255762605,"['ADJ', 'NOUN', 'ADV']"
1k,fall,10.405928119767678,"['NOUN', 'VERB']"
1k,family,10.660594962054953,['NOUN']
1k,far,10.626363423818374,"['ADV', 'ADJ']"
1k,farm,9.84134615599828,"['NOUN', 'VERB']"
1k,fast,9.383200644980624,"['ADV', 'ADJ', 'NOUN']"
1k,fat,8.716207971151853,"['ADJ', 'NOUN']"
1k,father,10.11480140809676,"['NOUN', 'VERB']"
1k,favourite,8.63817111796914,UNK
1k,fear,9.664024052354822,"['NOUN', 'VERB']"
1k,feed,9.177300517897985,"['VERB', 'NOUN']"
1k,feel,11.193050724696247,"['VERB', 'NOUN']"
1k,fellow,8.802823159741887,"['NOUN', 'ADJ']"
1k,few,10.746583741107225,['ADJ']
1k,field,10.028488917698931,"['NOUN', 'VERB']"
1k,fight,9.793561073157525,"['NOUN', 'VERB']"
1k,figure,10.538714264260078,"['NOUN', 'VERB']"
1k,fill,9.465989834846653,['VERB']
1k,film,9.627140989748092,"['NOUN', 'VERB']"
1k,final,10.361513484709915,"['ADJ', 'NOUN']"
1k,find,11.528759443272756,"['VERB', 'NOUN']"
1k,fine,9.700391696525696,"['ADJ', 'NOUN', 'ADV', 'VERB']"
1k,finger,9.114159813502214,['NOUN']
1k,finish,9.644652054641927,"['VERB', 'NOUN']"
1k,fire,9.850508627745242,"['NOUN', 'VERB']"
1k,first,11.743957817704676,"['ADJ', 'ADV']"
1k,fish,9.690356211348645,['NOUN']
1k,fit,9.82887175915534,"['VERB', 'NOUN', 'ADJ']"
1k,five,11.114490586783264,['NUM']
1k,fix,9.13830716907635,"['VERB', 'NOUN']"
1k,flat,9.191055610564316,"['ADJ', 'NOUN', 'ADV']"
1k,floor,9.48029117039765,['NOUN']
1k,flower,9.090655529030204,"['NOUN', 'VERB']"
1k,fly,9.561278894062978,"['VERB', 'NOUN']"
1k,follow,11.056714281144115,['VERB']
1k,food,9.958354453976968,['NOUN']
1k,foot,10.163811274974622,['NOUN']
1k,football,8.928507824313293,['NOUN']
1k,for,13.689772716569417,"['ADP', 'ADV', 'NOUN']"
1k,force,10.548258233355712,"['NOUN', 'VERB', 'X']"
1k,forest,9.276876895776429,['NOUN']
1k,forget,9.450065682882071,['VERB']
1k,form,10.92404820558608,"['NOUN', 'VERB']"
1k,fortunate,9.108086137937429,['ADJ']
1k,forward,9.734595416053834,"['ADV', 'ADJ']"
1k,four,11.153675780659029,['NUM']
1k,free,10.418882720016487,"['ADJ', 'VERB', 'ADV']"
1k,freeze,8.537583881063972,"['VERB', 'NOUN']"
1k,fresh,8.985695694535705,['ADJ']
1k,friday,8.70334075304372,['NOUN']
1k,friend,10.556541639529629,['NOUN']
1k,fright,8.47407690034261,['NOUN']
1k,from,12.96225096169275,['ADP']
1k,front,10.07213267851384,"['NOUN', 'ADJ']"
1k,full,10.66879259072618,"['ADJ', 'ADV', 'NOUN']"
1k,fun,9.188912424562565,['NOUN']
1k,further,10.501554526845805,"['ADJ', 'ADV', 'VERB']"
1k,game,9.95631716618066,"['NOUN', 'VERB']"
1k,garden,9.736724334658026,"['NOUN', 'VERB']"
1k,gas,9.103979355984771,"['NOUN', 'VERB']"
1k,general,10.907019634953969,"['ADJ', 'NOUN']"
1k,gentle,8.852664927703866,"['ADJ', 'VERB']"
1k,get,12.274740130751422,['VERB']
1k,girl,10.102461354543133,['NOUN']
1k,give,11.779205131161572,"['VERB', 'NOUN']"
1k,glad,8.328692583545568,['ADJ']
1k,glance,8.730367211692958,"['NOUN', 'VERB']"
1k,glass,9.44034036408688,['NOUN']
1k,go,12.406311884291904,"['VERB', 'NOUN']"
1k,god,10.146355296698069,"['NOUN', 'PRT']"
1k,gold,9.38857023586688,"['NOUN', 'ADJ']"
1k,good,11.343121238495003,"['ADJ', 'NOUN', 'ADV']"
1k,goodbye,8.218247926685745,"['PRT', 'NOUN']"
1k,govern,11.25185935753217,['VERB']
1k,grandfather,8.88336291691676,['NOUN']
1k,grass,8.501267040865978,['NOUN']
1k,great,11.176781174568776,"['ADJ', 'ADV']"
1k,green,9.71534911042061,"['ADJ', 'NOUN']"
1k,grey,8.958797346140274,"['ADJ', 'NOUN']"
1k,ground,10.07638988741359,"['NOUN', 'VERB']"
1k,group,11.059676686008258,"['NOUN', 'VERB']"
1k,grow,10.576151374154673,['VERB']
1k,guess,8.438366410870266,"['VERB', 'NOUN']"
1k,gun,8.780787468338929,"['NOUN', 'VERB']"
1k,guy,8.538367426647644,"['NOUN', 'VERB']"
1k,hair,9.676398728859631,['NOUN']
1k,half,10.5524477082064,"['PRT', 'ADV', 'NOUN']"
1k,hall,9.46148811969999,['NOUN']
1k,hand,11.03909050554345,"['NOUN', 'VERB']"
1k,handle,9.14633504200027,"['VERB', 'NOUN']"
1k,hang,9.274253697719836,['VERB']
1k,happen,10.373647419576104,['VERB']
1k,happy,9.820431977398805,"['ADJ', 'NOUN']"
1k,hard,10.287218168498288,"['ADJ', 'ADV', 'NOUN']"
1k,hardly,9.038008749211576,['ADV']
1k,hat,8.387312270561717,['NOUN']
1k,hate,8.613593685702552,"['VERB', 'NOUN']"
1k,have,14.111373575046075,['VERB']
1k,he,14.026193598558288,"['PRON', 'X']"
1k,head,10.819438226597178,"['NOUN', 'VERB', 'ADJ']"
1k,health,10.286979679833886,['NOUN']
1k,hear,10.574568044746826,['VERB']
1k,heart,9.724121623567806,['NOUN']
1k,heat,9.28023949935585,"['NOUN', 'VERB']"
1k,heavy,9.60434000197507,['ADJ']
1k,hell,8.580918882296782,"['NOUN', 'PRT']"
1k,hello,8.915700818956903,['PRT']
1k,help,10.96678349607667,"['VERB', 'NOUN', 'PRT']"
1k,here,11.130375781432804,['ADV']
1k,hide,8.996156562033445,"['VERB', 'NOUN']"
1k,high,11.226469307444251,"['ADJ', 'ADV', 'NOUN']"
1k,hill,9.245900547374733,['NOUN']
1k,history,10.373241150526654,['NOUN']
1k,hit,9.446360661104071,"['VERB', 'NOUN']"
1k,hold,10.964259508221057,"['VERB', 'NOUN']"
1k,hole,8.990316947998217,"['NOUN', 'VERB']"
1k,holiday,9.28312604170183,['NOUN']
1k,home,10.998777662206932,"['NOUN', 'VERB']"
1k,honest,8.510369966068112,['ADJ']
1k,honour,9.778661019589284,['NOUN']
1k,hope,10.427416945679097,"['NOUN', 'VERB']"
1k,horrible,7.584773077612199,['ADJ']
1k,horse,9.4812068514994,['NOUN']
1k,hospital,9.802782848414497,['NOUN']
1k,hot,9.221577003902173,['ADJ']
1k,hour,10.387979467850265,['NOUN']
1k,house,11.18346260516988,"['NOUN', 'VERB']"
1k,how,11.50748066893427,['ADV']
1k,however,10.99780730811888,['ADV']
1k,huge,8.990192329641772,['ADJ']
1k,human,10.07949756671628,"['ADJ', 'NOUN']"
1k,hundred,10.04229251541331,['NUM']
1k,hungry,8.069029328774958,['ADJ']
1k,hunt,8.984066927653044,"['NOUN', 'VERB']"
1k,hurry,8.252967195000798,"['NOUN', 'VERB']"
1k,hurt,8.613048677059759,"['VERB', 'NOUN', 'ADJ']"
1k,husband,9.38412559774785,['NOUN']
1k,i,13.974774144578346,"['PRON', 'NOUN', 'X']"
1k,ice,8.701180027529253,['NOUN']
1k,idea,10.374865237335008,"['NOUN', 'X']"
1k,if,12.44468789054477,"['ADP', 'X']"
1k,imagine,9.490393417263473,['VERB']
1k,important,10.615014780377503,['ADJ']
1k,in,14.490270728768552,"['ADP', 'PRT', 'X', 'NOUN']"
1k,indeed,9.82195206455361,"['ADV', 'PRT']"
1k,inform,10.737852137511432,['VERB']
1k,inside,9.615205300012317,"['ADP', 'ADV', 'NOUN', 'ADJ']"
1k,instead,9.564863001346772,['ADV']
1k,insure,9.147081032336992,['VERB']
1k,interest,10.965038129063412,"['NOUN', 'VERB']"
1k,into,11.96976153111671,"['ADP', 'X']"
1k,involve,10.50344979336838,['VERB']
1k,island,9.26823185039196,['NOUN']
1k,issue,10.483606002798068,"['NOUN', 'VERB']"
1k,it,14.029502763151994,"['PRON', 'PRT']"
1k,job,10.389641313496467,['NOUN']
1k,join,9.786447990434777,['VERB']
1k,joke,8.433159195806228,"['NOUN', 'VERB']"
1k,judge,9.886392257107492,"['NOUN', 'VERB']"
1k,jump,8.884887201837403,"['VERB', 'NOUN']"
1k,just,11.748503388064616,"['ADV', 'ADJ']"
1k,keep,10.8604210628723,"['VERB', 'NOUN']"
1k,key,9.62806337747985,"['NOUN', 'ADJ', 'VERB']"
1k,kick,8.69433468816865,"['NOUN', 'VERB']"
1k,kid,8.709795057617749,"['NOUN', 'VERB']"
1k,kill,9.86104966983816,"['VERB', 'NOUN']"
1k,kind,10.256430541385182,"['NOUN', 'ADJ']"
1k,king,10.129586731675971,['NOUN']
1k,kiss,8.595819511871428,"['VERB', 'NOUN']"
1k,kitchen,9.04192172035122,['NOUN']
1k,knock,8.670429167315095,"['VERB', 'NOUN']"
1k,know,12.158346664916506,"['VERB', 'NOUN']"
1k,lady,9.449672183486918,['NOUN']
1k,lake,8.53934599605737,['NOUN']
1k,land,10.27446473018562,"['NOUN', 'VERB']"
1k,large,10.941889716805212,"['ADJ', 'ADV', 'NOUN']"
1k,last,11.236315206485497,"['ADJ', 'ADV', 'VERB', 'NOUN']"
1k,late,11.0955294659941,"['ADJ', 'ADV']"
1k,laugh,9.33591519488425,"['NOUN', 'VERB']"
1k,law,10.49479578720404,['NOUN']
1k,lay,9.8005130769083,"['VERB', 'ADJ', 'NOUN']"
1k,lazy,7.061334366910438,['ADJ']
1k,lead,11.139569302779684,"['VERB', 'NOUN']"
1k,learn,10.194775615581891,['VERB']
1k,least,10.32200049949355,"['ADJ', 'ADV', 'NOUN']"
1k,leave,10.499683207019624,"['VERB', 'NOUN']"
1k,left,10.775700997169356,"['VERB', 'NOUN', 'ADJ']"
1k,leg,9.420682331453184,['NOUN']
1k,less,10.631784671878874,"['ADJ', 'ADV']"
1k,let,10.513361813902252,"['VERB', 'NOUN']"
1k,letter,9.98631100573524,['NOUN']
1k,level,10.64420987370896,"['NOUN', 'ADJ', 'VERB']"
1k,lie,9.68327719519936,"['VERB', 'NOUN']"
1k,life,10.971932687287666,['NOUN']
1k,lift,9.230437073675304,"['VERB', 'NOUN']"
1k,light,10.413853070469662,"['NOUN', 'ADJ', 'VERB']"
1k,like,11.962700876368972,"['ADP', 'VERB', 'ADJ']"
1k,liked,9.07954808172616,['VERB']
1k,line,10.552604472589852,"['NOUN', 'VERB']"
1k,lip,8.774158291205957,['NOUN']
1k,list,9.92378025580389,"['NOUN', 'VERB']"
1k,listen,9.49799744411546,['VERB']
1k,little,11.05109633329295,"['ADJ', 'ADV', 'NOUN']"
1k,live,10.863488902836416,"['VERB', 'ADJ']"
1k,load,8.958540111412168,"['NOUN', 'VERB']"
1k,local,10.8136193570947,"['ADJ', 'NOUN']"
1k,lock,8.948975607841776,"['NOUN', 'VERB']"
1k,long,11.32778794707679,"['ADJ', 'ADV', 'NOUN', 'VERB']"
1k,look,11.725477119671964,"['VERB', 'NOUN']"
1k,lord,9.956412015844014,['NOUN']
1k,lose,10.321803072623112,['VERB']
1k,lot,10.387578981099482,"['NOUN', 'ADV']"
1k,loud,8.323608442343572,"['ADJ', 'ADV']"
1k,love,10.44380401506915,"['NOUN', 'VERB']"
1k,lovely,8.738735461363474,['ADJ']
1k,low,9.926031516971022,"['ADJ', 'ADV', 'NOUN']"
1k,luck,9.042394981126735,['NOUN']
1k,lunch,8.675563527387679,"['NOUN', 'VERB']"
1k,machine,9.731274729890462,['NOUN']
1k,mad,8.371473537066832,"['ADJ', 'NOUN']"
1k,main,10.406230600108763,"['ADJ', 'NOUN']"
1k,major,10.274119640804043,"['ADJ', 'NOUN', 'VERB']"
1k,make,12.318758266973068,"['VERB', 'NOUN']"
1k,man,11.511554525662229,"['NOUN', 'VERB', 'PRT']"
1k,manage,11.000465172527775,['VERB']
1k,many,11.3964141203719,"['ADJ', 'PRT', 'ADV', 'X']"
1k,mark,10.18289800930364,"['NOUN', 'VERB']"
1k,market,10.673225335257786,['NOUN']
1k,marry,10.028400664234924,['VERB']
1k,master,9.172949982757624,"['NOUN', 'VERB', 'ADJ']"
1k,matter,10.358694752539106,"['NOUN', 'VERB']"
1k,may,11.760277609317216,"['VERB', 'NOUN', 'X']"
1k,maybe,9.212637731024866,['ADV']
1k,meal,8.803123730829212,['NOUN']
1k,mean,11.42835837101271,"['VERB', 'ADJ', 'NOUN']"
1k,meet,10.916832397224534,"['VERB', 'NOUN']"
1k,member,10.89077714255997,['NOUN']
1k,mention,9.433803872101311,"['VERB', 'NOUN']"
1k,mess,8.031710375322042,"['NOUN', 'VERB']"
1k,middle,9.647949933410914,"['ADJ', 'NOUN']"
1k,might,10.99376520441418,"['VERB', 'NOUN']"
1k,mile,9.60911649193355,['NOUN']
1k,milk,8.618123909994678,['NOUN']
1k,million,10.252276483450736,['NUM']
1k,mind,10.40867732468349,"['NOUN', 'VERB']"
1k,minute,10.295968733085996,"['NOUN', 'ADJ']"
1k,miss,9.390659926099463,"['NOUN', 'VERB']"
1k,missed,9.07932010953778,['VERB']
1k,mistake,8.916774356365426,"['NOUN', 'VERB']"
1k,mister,11.107345350249055,['NOUN']
1k,moment,10.116701972772454,['NOUN']
1k,monday,8.721439305625983,['NOUN']
1k,money,10.543233956368958,['NOUN']
1k,month,10.66967606516289,['NOUN']
1k,more,12.254262629627574,"['ADV', 'ADJ', 'NOUN', 'X']"
1k,morning,9.958874954615686,"['NOUN', 'PRT']"
1k,most,11.533864700983884,"['ADV', 'ADJ']"
1k,mother,10.274775208842708,"['NOUN', 'VERB']"
